market,market_address,token_a,token_b,token_a_amount_in,token_b_amount_out,token_a_fiat_amount_in,token_b_fiat_amount_out
MATIC>>DAI,0x250efbB94De68dD165bD6c98e804E08153Eb91c6,0x3ad736904e9e65189c3000c7dd2c8ac8bb7cd4e3,0x1305f6b6df9dc47159d12eb7ac2804d4a33173c2,0.000567129629629920,0.000864431823311980,1.524222643553404741,1.524222643553404741
MATIC>>DAI,0x250efbB94De68dD165bD6c98e804E08153Eb91c6,0x3ad736904e9e65189c3000c7dd2c8ac8bb7cd4e3,0x1305f6b6df9dc47159d12eb7ac2804d4a33173c2,0.000929783950617760,0.001414574902538105,1.521401720903274221,1.521401720903274221
MATIC>>DAI,0x250efbB94De68dD165bD6c98e804E08153Eb91c6,0x3ad736904e9e65189c3000c7dd2c8ac8bb7cd4e3,0x1305f6b6df9dc47159d12eb7ac2804d4a33173c2,0.000462191358024928,0.000704324655445180,1.523881057523348788,1.523881057523348788
MATIC>>DAI,0x250efbB94De68dD165bD6c98e804E08153Eb91c6,0x3ad736904e9e65189c3000c7dd2c8ac8bb7cd4e3,0x1305f6b6df9dc47159d12eb7ac2804d4a33173c2,0.000925925925926400,0.001415743071939350,1.529002517693715151,1.529002517693715151
MATIC>>DAI,0x250efbB94De68dD165bD6c98e804E08153Eb91c6,0x3ad736904e9e65189c3000c7dd2c8ac8bb7cd4e3,0x1305f6b6df9dc47159d12eb7ac2804d4a33173c2,0.000460648148148384,0.000702170009826285,1.524308765049245283,1.524308765049245283
MATIC>>DAI,0x250efbB94De68dD165bD6c98e804E08153Eb91c6,0x3ad736904e9e65189c3000c7dd2c8ac8bb7cd4e3,0x1305f6b6df9dc47159d12eb7ac2804d4a33173c2,0.001394290123457504,0.002129556961014560,1.527341351119787874,1.527341351119787874
MATIC>>DAI,0x250efbB94De68dD165bD6c98e804E08153Eb91c6,0x3ad736904e9e65189c3000c7dd2c8ac8bb7cd4e3,0x1305f6b6df9dc47159d12eb7ac2804d4a33173c2,0.000923225308642448,0.001412724315945635,1.530205360187718800,1.530205360187718800
MATIC>>DAI,0x250efbB94De68dD165bD6c98e804E08153Eb91c6,0x3ad736904e9e65189c3000c7dd2c8ac8bb7cd4e3,0x1305f6b6df9dc47159d12eb7ac2804d4a33173c2,0.001389660493827872,0.002131477701627120,1.533811827488802428,1.533811827488802428
MATIC>>DAI,0x250efbB94De68dD165bD6c98e804E08153Eb91c6,0x3ad736904e9e65189c3000c7dd2c8ac8bb7cd4e3,0x1305f6b6df9dc47159d12eb7ac2804d4a33173c2,0.000459104938271840,0.000697794600048700,1.519902187668322987,1.519902187668322987
MATIC>>DAI,0x250efbB94De68dD165bD6c98e804E08153Eb91c6,0x3ad736904e9e65189c3000c7dd2c8ac8bb7cd4e3,0x1305f6b6df9dc47159d12eb7ac2804d4a33173c2,0.000001543209876544,0.000002344398539945,1.519170253883582185,1.519170253883582185
